"Name","final_test_metrics.pearson_r","Commit","Runtime","GitHub","Group","Notes","Tags","batch_size","dropout_rate","epochs","hidden_dims","learning_rate","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"dynamic_mlp_transcriptome+euclidean_FC_random7_fold1_final_eval","0.8112547443449044","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","7833","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_rhzlsh0z","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","128","0.1","100","[512,256,128]","0.0001","0","0.011219883152043982","10.178210971333584","0.7352291217939522","0.07126522809267044","0.7826305907454357","0.010687262751162052","0.6550296080132477","0.8317534619825503","11.1236630508927","0.9951753994214326","0.012842074036598206","0.9955798960512589","0.0002879743988160044","0.9960907277284888","0.9915918921660488","0.9963352850205316","0.0106716660303202","0.0014976466226979482"
"dynamic_mlp_transcriptome+euclidean_FC_random7_fold0_final_eval","0.8131379352409925","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","4078","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_rhzlsh0z","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","512","0.3","100","[512,256,128]","0.0001","0.00001","0.013743242965294764","9.193750251709496","0.7145041575046223","0.07192748785018921","0.7926235073607069","0.011580057442188265","0.6517176271868054","0.8376586259565988","14.13282955448291","0.9835807607708568","0.021406108513474464","0.986717393776849","0.0008194439578801394","0.9879411058183836","0.9756373157889512","0.988731165807216","0.011440391276175013","0.002608147046696969"
"dynamic_mlp_transcriptome+euclidean_FC_random6_fold3_final_eval","0.801059473198194","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","2369","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_7jucmiuk","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","512","0","75","[256,128]","0.0001","0.0001","0.015915095161360044","11.713311487401745","0.74461616118625","0.07812021672725677","0.7852640473027496","0.011468912474811075","0.632786029833709","0.8132458222909674","15.32069637609249","0.9854858872121344","0.021051472052931786","0.987284360310272","0.0007584225968457758","0.9889736432369","0.9778090675846196","0.9898539158011006","0.0114018914103508","0.0009199759742682146"
"dynamic_mlp_transcriptome+euclidean_FC_random6_fold2_final_eval","0.8126482250338087","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","3605","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_9gjhrcum","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","512","0.2","100","[256,128]","0.0001","0.0001","0.016349999914662197","11.729865124090727","0.6674617733387869","0.07805679738521576","0.8037809758884799","0.011755850166082382","0.6584625219121587","0.814544504597557","15.03082038404661","0.9828494863801238","0.02292955294251442","0.9847737877814948","0.0010995303746312857","0.9841076072934852","0.9667977103258096","0.9820693821818076","0.011875133585328093","0.0032745079703563372"
"dynamic_mlp_transcriptome+euclidean_FC_random6_fold1_final_eval","0.8079477982463816","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","7575","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_l2jpouna","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","128","0.1","100","[256,128]","0.0001","0","0.014228904156456931","10.145367040061572","0.6741973608196935","0.07478482276201248","0.7715241152382197","0.011386150494217873","0.6452416375930077","0.8498013046517783","14.288485378265005","0.989427105039578","0.018936296924948692","0.9900848845235568","0.000747529964428395","0.9892723732354392","0.9778369509906284","0.9873148720658688","0.01137394189954468","0.002575436301316622"
"dynamic_mlp_transcriptome+euclidean_FC_random6_fold0_final_eval","0.774374354664316","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","6825","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_l2jpouna","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","128","0.1","100","[256,128]","0.0001","0","0.014228904156456931","11.896101867160302","0.6824247306120144","0.08288008719682693","0.7461442871176815","0.014081167988479136","0.5971773233316371","0.7943565509584913","15.550862955669071","0.9883119856756686","0.019488919526338577","0.9890662157283768","0.0007770330412313342","0.9885591081292124","0.9764307042663198","0.9872406408969652","0.01410273632431163","0.002617262114943406"
"dynamic_mlp_transcriptome+euclidean_FC_random5_fold3_final_eval","0.8274171103022347","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4269","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_1osikonk","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","256","0.1","100","[256,128]","0.00009","0","0.01700429145392834","10.29145171128085","0.7626431414029883","0.07497689872980118","0.7959641617838932","0.010691887699067593","0.6745488788961851","0.8267677354796157","14.457618967165972","0.9883195755694036","0.019703129306435585","0.9892858782951848","0.0007686965982429683","0.9889033668881584","0.9773514458333826","0.9878767024674446","0.01058498186757788","0.0023247393763628217"
"dynamic_mlp_transcriptome+euclidean_FC_random5_fold2_final_eval","0.7426894615907615","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4193","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_l52vsof2","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","256","0.3","75","[256,128]","0.0001","0.00001","0.019206075646056264","12.841706359546098","0.650022329594019","0.08288310468196869","0.6970502410753284","0.013532765209674835","0.5440184691084925","0.7928890037841463","17.881832744195243","0.9548714508744718","0.03699777275323868","0.9603344486376066","0.002782330382615328","0.9602505460530548","0.9196129611126816","0.9582907538702304","0.013501835996102468","0.005806056764100166"
"dynamic_mlp_transcriptome+euclidean_FC_random5_fold1_final_eval","0.8402226380902941","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","7635","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_223wehhk","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","128","0","100","[512,256,128]","0.00009","0.0001","0.013214951549370838","9.688193319449883","0.7719864797080729","0.07146655023097992","0.7943572310607325","0.01071130484342575","0.7043697775339166","0.8741493456390039","11.82987219108843","0.996472165034774","0.01098188478499651","0.9969652491950676","0.00020219938596710563","0.9972726898289106","0.993830284974872","0.9974940708321208","0.010704456593398706","0.000679199343320305"
"dynamic_mlp_transcriptome+euclidean_FC_random5_fold0_final_eval","0.824796468002645","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","7420","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_223wehhk","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","128","0","100","[512,256,128]","0.00009","0.0001","0.013214951549370838","9.800036487064167","0.7289087812900792","0.07699785381555557","0.8063461752441524","0.011697450652718544","0.6800360730909859","0.858440646231797","12.05310261048851","0.996776118558706","0.010650896467268469","0.9968399450821512","0.00019195927598048","0.997384550471078","0.99417593289048","0.9976671027867552","0.011687078605415208","0.0006781937500190044"
"dynamic_mlp_transcriptome+euclidean_FC_random4_fold3_final_eval","0.8018902859166076","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","5332","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_0tzo0jv5","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","128","0.3","75","[256,128]","0.00009","0.0001","0.01570722523910722","12.24334787866082","0.6884915754923576","0.08454561233520508","0.7848428040081532","0.014137770049273968","0.6408387136630624","0.8315441126972491","18.217153503365346","0.9581564809714446","0.03457910194993019","0.9657669099793436","0.0025538126938045025","0.963872149610761","0.9200419554450662","0.9577778401187338","0.014133483289054246","0.006008148659531256"
"dynamic_mlp_transcriptome+euclidean_FC_random4_fold2_final_eval","0.7724728402853523","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","5548","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_k8n5hfkm","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","128","0.2","100","[256,128]","0.00009","0.0001","0.012963926668583169","11.862216149159996","0.7124712412376338","0.07346038520336151","0.7238226919874017","0.011000045575201511","0.5959028531697079","0.7946444791151854","15.7522146616389","0.9818009053226944","0.02610014006495476","0.982554983972697","0.0014430347364395857","0.980977372908089","0.9598608290868836","0.9778130377524086","0.010975922735656916","0.004413731621833267"
"dynamic_mlp_transcriptome+euclidean_FC_random4_fold1_final_eval","0.8470711733610282","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4708","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_hzeyfngy","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","256","0.1","100","[512,256,128]","0.0001","0.0001","0.012887113727629185","10.883547630679402","0.7635836590909394","0.07300470024347305","0.838823656907399","0.01089321170002222","0.7170499567026931","0.8647380664663586","12.026813288516838","0.9947641601305616","0.01225369144231081","0.9954236057211496","0.00026509203598834574","0.9959809406023274","0.991661603702179","0.996232031932156","0.010843999323197732","0.0011333196166189382"
"dynamic_mlp_transcriptome+euclidean_FC_random4_fold0_final_eval","0.8126643891692966","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","4904","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_hzeyfngy","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","512","0.1","125","[512,256,128]","0.00009","0.00001","0.01423848205460952","9.003460729394863","0.7199697694998056","0.07220246642827988","0.7729014141167345","0.010883395560085772","0.6425010650616431","0.8376536247192932","11.739476400172636","0.9960001738563896","0.012127714231610298","0.9959079504686992","0.000256385188549757","0.9963397559255716","0.992596080586199","0.9964813776341503","0.011211388654863604","0.001065356830249865"
"dynamic_mlp_transcriptome+euclidean_FC_random42_fold3_final_eval","0.7847963672638789","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","4911","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_090s8mf4","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","256","0.1","100","[256,128]","0.00009","0.00001","0.014227519551401628","11.605224838522767","0.6495006176096806","0.08091628551483154","0.7508303343080894","0.01285384502261877","0.6086284545329126","0.8302176527499909","14.696182758558397","0.98999263222336","0.018198978155851364","0.9904448949530952","0.0006794134969823062","0.9901832345282764","0.9799697241772156","0.989052843951676","0.012825390305370093","0.0020875168383211354"
"dynamic_mlp_transcriptome+euclidean_FC_random42_fold2_final_eval","0.7904700324922941","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","5189","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_diyp32wp","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","128","0.1","75","[256,128]","0.00009","0.0001","0.014055211479674177","9.358577019625336","0.5781796481662901","0.08157752454280853","0.771563011709373","0.013041680678725244","0.6159223849339128","0.8367660973767004","14.603231774502206","0.9854487302994126","0.02086123265326023","0.9876772243670986","0.0008546547032892704","0.9872373333552232","0.9741963572595688","0.9862202112199544","0.013020248525766748","0.0027179718381215388"
"dynamic_mlp_transcriptome+euclidean_FC_random42_fold1_final_eval","0.8635213648030363","08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","7616","https://github.com/neuroinfolab/GeneEx2Conn/tree/08fdb690224e6aaa4eea0f719ef9d1e1e46d47b5","sweep_mopbiezi","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","128","0","100","[512,256,128]","0.0001","0","0.012895164720824744","8.70177175931499","0.8602742140494876","0.06936828047037125","0.833799269592786","0.009298961609601974","0.7346544604154843","0.874131214766991","9.882770868319453","0.99492810913291","0.012946675531566145","0.9956960825571944","0.00027940975269302726","0.9961260682132868","0.9916051358917324","0.9963595752580908","0.009272526252304784","0.0006840344154207596"
"dynamic_mlp_transcriptome+euclidean_FC_random42_fold0_final_eval","0.8285375138633535","4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","6628","https://github.com/neuroinfolab/GeneEx2Conn/tree/4a3c7e0682ca5f0ec5d25b3bdef89c7182faa223","sweep_mopbiezi","-","binarize_False, cv_type_random, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_dynamic_mlp, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","128","0","100","[512,256,128]","0.0001","0","0.012895164720824744","9.736251670397904","0.6979562775425908","0.06927414238452911","0.80599521406772","0.010337874293327332","0.6842355576779147","0.8580131993573397","10.519074102709164","0.995995741473255","0.011280097998678684","0.996433192017929","0.0002177818532800302","0.9968550396167906","0.9935712076838196","0.9971248344065536","0.010331091212827973","0.0007555719353099277"
