"Name","final_test_metrics.pearson_r","Runtime","Group","Hostname","Notes","GPU Type","GPU Count","Tags","epochs","learning_rate","n_components","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_r","final_train_metrics.r2","final_train_metrics.short_r","test_mse_loss","train_mse_loss"
"pls_mlpdecoder_transcriptome_FC_random7_fold1_final_eval","0.7551920464788054","4146","sweep_ogpjymas","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","75","0.00009","25","0","0.01629196397530345","13.545004336156934","0.7039832231707376","0.08453702926635742","0.7155938216984569","0.013370206579566002","0.5684278387294603","0.779746279183286","19.972507489578614","0.9069026278282988","0.05272199586033821","0.9114183416896212","0.00518457219004631","0.9212454976399956","0.8486239117213857","0.9257554386821284","0.013464297382877424","0.005477570776831736"
"pls_mlpdecoder_transcriptome_FC_random7_fold0_final_eval","0.7628680696880392","8521","sweep_a0q4gmxl","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","100","0.00009","25","0","0.016136314146793805","12.578619064087896","0.7206477521328455","0.08460207283496857","0.7320713605053428","0.013963609002530577","0.5800298040961431","0.7792344808072036","19.749388550737564","0.8992956639219029","0.05401919037103653","0.9067409318778474","0.005379469599574804","0.9166332807032548","0.8400643189213753","0.9230168421548184","0.014201278923652493","0.005698412014704838"
"pls_mlpdecoder_transcriptome_FC_random6_fold3_final_eval","0.8010130183440458","3742","sweep_sk8ibfzk","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","100","0.00009","25","0.001","0.016078554523678925","12.17873249797083","0.7857198931096813","0.0763806626200676","0.7911244149444084","0.011267555877566338","0.6392331043677202","0.8019953378258939","19.72497406527152","0.8958321821383487","0.05455915257334709","0.9057657339695414","0.0057401456870138645","0.9144240326198292","0.832047203789006","0.9149856823678996","0.011211588941514491","0.008151436310359523"
"pls_mlpdecoder_transcriptome_FC_random6_fold2_final_eval","0.8306565510477114","5257","sweep_sk8ibfzk","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","100","0.00009","30","0.0001","0.01949964718033488","12.208936543063084","0.7068315985077895","0.07610498368740082","0.819135186030121","0.010951266624033453","0.6818376824797279","0.8372195295535159","18.77471982778219","0.9151610650904876","0.05021384358406067","0.914963264058168","0.0049027870409190655","0.9243519046362432","0.8519515528080064","0.930459267091929","0.011189430862521896","0.007384990538893029"
"pls_mlpdecoder_transcriptome_FC_random6_fold1_final_eval","0.7977415815740272","5503","sweep_sk8ibfzk","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","100","0.00009","30","0.0001","0.01949964718033488","12.0414254707224","0.708438903795957","0.07588938623666763","0.7564957717391737","0.011761686764657496","0.6335410394520347","0.8301913174423007","20.199318941213715","0.917687567961358","0.049468908458948135","0.9217155174055816","0.004798556677997112","0.9278329916056052","0.8577305878859489","0.9296170369760316","0.011774578418296116","0.007056200179365763"
"pls_mlpdecoder_transcriptome_FC_random6_fold0_final_eval","0.6978434131014353","4941","sweep_im78pzco","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","75","0.0001","20","0.001","0.017084359728659574","14.385603762672158","0.6558692010124442","0.09090675413608552","0.631159136928516","0.018031401559710503","0.4841721595419662","0.7432411602730933","21.94846003992581","0.8561701047904526","0.06406670808792114","0.8599525391029418","0.008009900338947773","0.8724264406563206","0.7570403062252771","0.8748870674013706","0.01817570924042509","0.010495124614514444"
"pls_mlpdecoder_transcriptome_FC_random5_fold3_final_eval","0.7884083527407748","3574","sweep_axw2fieb","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","75","0.00009","25","0.0001","0.01842332181807321","13.173907587525234","0.7608449205927568","0.07994776219129562","0.7498185443914789","0.012679524719715118","0.614047039659281","0.774821239299432","20.725955174612796","0.895691297710707","0.05716608837246895","0.8969658639246563","0.0064122313633561134","0.9006331925944431","0.8110726917798939","0.895629773778945","0.012843135371804235","0.006383189964189864"
"pls_mlpdecoder_transcriptome_FC_random5_fold2_final_eval","0.6688790417610332","4028","sweep_axw2fieb","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","75","0.00009","25","0.0001","0.01842332181807321","13.869731226349558","0.5939724504965623","0.08967456221580505","0.6059677919024236","0.0178239643573761","0.3994281271732405","0.7202900888766705","19.005807322320397","0.9071595062249852","0.053947657346725464","0.9102056618015076","0.005365017801523209","0.9193006865236024","0.8449940065230442","0.9225455499052392","0.01784691372169898","0.005698313302717414"
"pls_mlpdecoder_transcriptome_FC_random5_fold1_final_eval","0.7445442729788341","4607","sweep_axw2fieb","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","75","0.00009","25","0.0001","0.01842332181807321","12.915449430472425","0.647309474445951","0.09359416365623474","0.6984289963316693","0.0165574848651886","0.5430161843040804","0.7813424204440427","20.566441181230413","0.9019110303847808","0.05356679856777191","0.9079643926402554","0.005332182161509991","0.9152623632096024","0.8372989824998007","0.9176811444039163","0.016709665624568097","0.005669173718910123"
"pls_mlpdecoder_transcriptome_FC_random5_fold0_final_eval","0.6937299019831512","12561","sweep_gz7w82a6","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","100","0.0001","15","0.001","0.01740831322968006","13.054029532638552","0.5985496530362416","0.09971213340759276","0.68203976209889","0.019053300842642784","0.47882927371227846","0.7085830474014778","20.77883855587","0.8424111231474787","0.06542257219552994","0.8450780912863115","0.008437534794211388","0.8653959703342768","0.7440041921878425","0.8672072958850585","0.01961171976747174","0.01078511407973027"
"pls_mlpdecoder_transcriptome_FC_random4_fold3_final_eval","0.8016757522257074","3636","sweep_7jblz6d0","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","75","0.00009","30","0.001","0.015465865717627682","12.738583937961575","0.7300180967463863","0.08424265682697296","0.7826112716890693","0.014325248077511787","0.6360759632681114","0.8252817897084338","19.70703856218626","0.9019715106193448","0.05073605850338936","0.9099466174469348","0.005060344934463501","0.9195695959329868","0.8415642486483819","0.9231363890602228","0.014387557804584504","0.007423735640354846"
"pls_mlpdecoder_transcriptome_FC_random4_fold2_final_eval","0.7538430951811186","4102","sweep_7jblz6d0","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","75","0.00009","30","0.001","0.015465865717627682","12.63800310628488","0.7013407588721355","0.07568026334047318","0.6888701443719886","0.011755327694118025","0.5681568208989949","0.7899538515128499","20.72496564750138","0.9119276011325124","0.05472007021307945","0.9131704170215011","0.005870811175554991","0.9159718864862552","0.8366986774795822","0.9115486971854728","0.0116148606981509","0.008589780520204668"
"pls_mlpdecoder_transcriptome_FC_random4_fold1_final_eval","0.7394173959213154","5372","sweep_7jblz6d0","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","100","0.00009","12","0.0001","0.01958900002332834","13.904334357032331","0.6549160657878971","0.09771547466516496","0.7276345571339059","0.01749199815094471","0.5456471003865107","0.7517124105383658","22.77464416049725","0.8021168876912153","0.06941825151443481","0.820458909815047","0.009413408115506172","0.8422678023391735","0.7039038690964334","0.8496054393370316","0.017310618996047057","0.011666727990798225"
"pls_mlpdecoder_transcriptome_FC_random4_fold0_final_eval","0.7357074508915915","6050","sweep_8g3inqoo","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","100","0.0001","25","0.001","0.019298530348083553","12.5215620215606","0.6579546678220419","0.08568573743104935","0.6898132304397739","0.014828786253929138","0.5129025072040725","0.755772139592249","19.746095196093457","0.9146565449157612","0.05165183171629906","0.9163050342182456","0.0049941660836339","0.9253317926736048","0.8557779430735586","0.9328569287281246","0.014946155505729655","0.005440443218120314"
"pls_mlpdecoder_transcriptome_FC_random42_fold3_final_eval","0.7621673951734029","4179","sweep_wc0f3v86","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","100","0.00009","25","0","0.01603923189955262","11.484543332361254","0.6377542143877306","0.08729767054319382","0.7240427400171471","0.014097370207309725","0.5707658286423223","0.8081234308740057","20.61507747822653","0.9072563527168094","0.0530744343996048","0.9089606470071112","0.005261496640741825","0.9192012613546058","0.8448820235654079","0.9235926851976392","0.014033594354987144","0.005547595829212744"
"pls_mlpdecoder_transcriptome_FC_random42_fold2_final_eval","0.7842398544573151","4575","sweep_wc0f3v86","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","100","0.00009","25","0","0.01603923189955262","13.303898076610029","0.6483865214058624","0.08378753811120987","0.7617099325193094","0.013149733655154703","0.6127401789913286","0.8204821921797005","19.339654785654176","0.9055512628881957","0.05280390754342079","0.908551311619823","0.005198862869292498","0.9183477748489238","0.8430364681291784","0.922149136473664","0.013077926660816256","0.005525499594598878"
"pls_mlpdecoder_transcriptome_FC_random42_fold1_final_eval","0.5978067134594203","2488","sweep_wc0f3v86","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","100","0.00009","15","0","0.01868523918808653","15.306358379663642","0.6831652663745545","0.09805753827095032","0.5591861179644576","0.023202233016490936","0.3379250974001279","0.5683857478457816","24.381762272638255","0.7859571864599055","0.07633316516876221","0.8042501717573015","0.010955491103231909","0.822321078076975","0.6708423182500896","0.8266857850460048","0.022517177195718083","0.013620544430114625"
"pls_mlpdecoder_transcriptome_FC_random42_fold0_final_eval","0.7719050104982453","11567","sweep_1og6q756","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","100","0.00009","25","0.0001","0.01616453693942258","12.708604245315076","0.7044246828663939","0.08086489886045456","0.7624901919668711","0.01324121281504631","0.5955547671672099","0.7589033885003287","19.066039971826356","0.897263242830453","0.05398060381412506","0.9021245276374622","0.0056656235828995705","0.9137896114523032","0.83275410940794","0.9217249138630708","0.013261136982370823","0.008039417995292094"
"pls_mlpdecoder_transcriptome_FC_random3_fold3_final_eval","0.7422734673829853","3280","sweep_dwswa1y5","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","75","0.00009","25","0.001","0.01716217789082573","12.560154518600564","0.749859257223192","0.08732656389474869","0.7075527516877631","0.014258446171879768","0.5480840768744247","0.7557572675378238","19.79930768218796","0.8931875135780083","0.055729277431964874","0.899756491833977","0.006100807338953018","0.907814583450114","0.8209040715762086","0.907706195450336","0.014164299853146076","0.008598833189656338"
"pls_mlpdecoder_transcriptome_FC_random3_fold2_final_eval","0.7439864549828311","5108","sweep_dwswa1y5","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","100","0.00009","12","0.0001","0.017524384947207112","12.924371962465242","0.6273862314083309","0.08287183195352554","0.7027886102428773","0.013346330262720583","0.5525801058543722","0.7829497706094856","22.084462511073152","0.8175277255565573","0.07338882982730865","0.8209418591775546","0.010219906456768513","0.8423289321929356","0.7045327803166321","0.8513097802489077","0.013108771831656875","0.01253479577617367"
"pls_mlpdecoder_transcriptome_FC_random3_fold1_final_eval","0.7319359065929343","5638","sweep_dwswa1y5","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","100","0.00009","12","0.0001","0.019616446636903744","13.79574460485594","0.6268961199243263","0.08817712962627411","0.6843767779510709","0.015456021763384342","0.5335703831614098","0.7469379156690655","22.633394581546444","0.8087865476919034","0.07448283582925797","0.81538720784616","0.01037118211388588","0.8345820909636538","0.6909477031437936","0.8438697401606216","0.015613902109460188","0.012894279118381143"
"pls_mlpdecoder_transcriptome_FC_random3_fold0_final_eval","0.8269614046718907","8149","sweep_bu4xu1vs","ga017.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","75","0.00009","30","0.001","0.014889407291204906","11.145052439573766","0.7981010477560894","0.08328234404325485","0.8078503749961522","0.012380051426589487","0.6801192817438919","0.8414042050810849","19.945461725583236","0.92774498105015","0.04566577821969986","0.9184062236371944","0.0045281341299414635","0.92642855629052","0.8577871132265283","0.9243605218336612","0.01230002849308007","0.0043209657611666666"
"pls_mlpdecoder_transcriptome_FC_random2_fold3_final_eval","0.8087543349421639","4525","sweep_pxn1ahp8","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","100","0.00009","30","0.0001","0.018446872476488352","12.875066253655742","0.6589954740038408","0.08140219748020172","0.7929276694107262","0.012897134758532047","0.6502306123578737","0.8436138067181266","19.86450791155916","0.9101856333481028","0.050476185977458954","0.913435991139018","0.005003439728170633","0.9227944327270096","0.8471043080246656","0.9278930889712048","0.012902563232928514","0.00743185361773756"
"pls_mlpdecoder_transcriptome_FC_random2_fold2_final_eval","0.724200493506173","3555","sweep_pxn1ahp8","ga018.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","1","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_pls_mlpdecoder, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","75","0.00009","15","0.0001","0.019935036149735633","12.951231475817824","0.7077725545534984","0.08481832593679428","0.6829610409835916","0.013644613325595856","0.522544525760564","0.7393279330895084","21.511872544088128","0.8308411036396871","0.07070528715848923","0.8351290856059421","0.00961193721741438","0.8547517010033366","0.7259119279590145","0.8626441689505832","0.013847438869281458","0.01214205605769735"
