"Name","Runtime","Hostname","Notes","GPU Type","Tags","config.epochs","config.input_dim","config.lambda_reg","config.learning_rate","config.reduced_dim","final_test_metrics.geodesic_distance","final_test_metrics.mae","final_test_metrics.mse","final_test_metrics.pearson_corr","final_test_metrics.r2","final_train_metrics.geodesic_distance","final_train_metrics.mae","final_train_metrics.mse","final_train_metrics.pearson_corr","final_train_metrics.r2","test_mse_loss","test_pearson","train_mse_loss","train_pearson"
"shared_transformer_transcriptome_FC_schaefer_fold0_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","100","10760","0","0.00009","","2.390231876125438","0.15054691968740985","0.03503153552996062","0.6432459524227557","-0.008123994658749911","6.344917246172358","0.02539652110645355","0.0012218222091517218","0.9626219775642312","0.91344230812895","0.03001717726389567","0.6038592259089152","0.0019341585312472429","0.9330285281351168"
"shared_transformer_transcriptome+euclidean_SC_schaefer_fold3_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_3, parcellation_S100, split_schaefer1, target_SC","200","10763","0","0.0001","","6.105093901128465","1.795536876745025","8.376134178120237","0.6338536889455005","0.34146668912054845","12.129468244949154","1.1314574134631554","4.097224265106884","0.7802297554691042","0.6010268300556814","9.831603050231934","0.8059771358966827","2.4699412172223316","0.8749057783020867"
"dynamic_mlp_transcriptome_FC_schaefer_fold0_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","150","21520","","0.0001","","4.23011187427759","0.1560168122604227","0.037869421850917774","0.6195011159093605","-0.08979159075438603","5.903936219454251","0.014115088150506891","0.00047629347471464474","0.9838415227202084","0.9662578863637086","0.011362507939338684","0.50128273665905","0.0012202331484798845","0.84306058529261"
"dynamic_mlp_euclidean_SC_schaefer_fold2_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_2, parcellation_S100, split_schaefer1, target_SC","150","6","","0.0003","","10.808547201896248","2.093201777610268","12.649878353603428","0.6110046473753914","0.1319722187244159","12.447630977411874","1.1448378443667766","5.527003690489051","0.7217235334663807","0.47134256288492704","0.20379021763801575","0.6277452409267426","0.12302501989822638","0.6829853638222343"
"shared_linear_encoder_transcriptome_FC_schaefer_fold0_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_linear_encoder, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","125","21520","0.0001","0.0001","","2.3002366227347437","0.1614432676790845","0.04135461850545681","0.6045548935982575","-0.19008723353431176","7.750592696350454","0.03190464555294694","0.002106939236993193","0.9268432819785716","0.8507378603035067","0.04155809680620829","0.663581132888794","0.0046444469648222","0.8696828435545099"
"xgboost_euclidean_SC_schaefer_fold5_final_eval","0","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_5, parcellation_S100, split_schaefer1, target_SC","","","","0.3","","3.5624340737108096","2.1647427851738072","8.657940929856135","0.5998917357458875","0.32719972132431874","13.490558836134635","1.624981745444362","4.369783954064201","0.7637175011026566","0.5799536383270867","","","",""
"dynamic_mlp_euclidean_SC_schaefer_fold3_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_3, parcellation_S100, split_schaefer1, target_SC","150","6","","0.0003","","11.628651938683644","1.7068478123310842","9.281885585978404","0.5974464185807061","0.27025633589953313","13.792303418377866","1.1019664766989865","5.476314651214106","0.7159641075709201","0.4667358985900153","0.12534944340586662","0.6493559777736664","0.11943487261916384","0.6748533543245292"
"bilinear_lowrank_transcriptome_SC_schaefer_fold4_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_bilinear_lowrank, omit_subcortical_False, outerfold_4, parcellation_S100, split_schaefer1, target_SC","150","10760","0.1","0.001","10","3.2761544259332163","3.623197854633331","18.98042987722813","0.5911877928752585","-0.24004851491366752","21.276016863482266","1.8849885183435395","7.955008925073669","0.5233167059094685","0.2167577565944152","19.174306869506836","0.5911879539489746","7.820090946943863","0.5189322829246521"
"shared_transformer_transcriptome+euclidean_FC_schaefer_fold0_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","200","10763","0","0.0001","","2.908323639531409","0.1427515601164292","0.0314718306089838","0.5898811363669975","0.09431581822562685","7.228956311847924","0.04918148249711237","0.005045141443350697","0.8252964373713938","0.6425864620658673","0.02757799377044042","0.589495837688446","0.002734406910237078","0.9031720986104992"
"dynamic_mlp_euclidean_SC_schaefer_fold5_final_eval","0","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_5, parcellation_S100, split_schaefer1, target_SC","150","6","","0.0003","","7.4096081069056385","1.6166550194815186","9.745116242964286","0.5891689042862679","0.24271637135063864","13.678481708329912","1.060659888229726","5.024711128044211","0.7470266869229716","0.516998631973703","0.12719814106822014","0.7003592550754547","0.1180964738507814","0.6983657520783099"
"xgboost_euclidean_SC_schaefer_fold1_final_eval","1","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_1, parcellation_S100, split_schaefer1, target_SC","","","","0.3","","4.4409616531971245","2.799983551144862","12.271363045549936","0.5693919927568987","0.2755601223075391","12.510877747539976","1.6150255324895282","4.263212284015141","0.7770107906244608","0.5999871310713512","","","",""
"xgboost_transcriptome_SC_schaefer_fold4_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_4, parcellation_S100, split_schaefer1, target_SC","","","","0.001","","3.123427149692578","3.8774656187248224","21.241393672097093","0.5657805344375495","-0.3877640732143042","23.635167203381407","2.514085631468465","9.303154919387","0.5507716614090851","0.0840206468099095","","","",""
"shared_transformer_transcriptome_SC_schaefer_fold6_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_6, parcellation_S100, split_schaefer1, target_SC","100","10760","0","0.00009","","6.742715987731562","2.28301082323917","9.542104641404666","0.560584295997541","0.2884030308281089","7.238003074673202","0.7640783116462654","1.2558663199341955","0.9404968796283484","0.880911214466815","9.879310035705569","0.5833530306816102","2.090402389329577","0.8995793632098606"
"pls_transcriptome_FC_schaefer_fold0_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_pls, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","","","","","","3.566462459794515","0.2155818630334551","0.0717363636941989","0.5573477389154922","-1.0644013582515668","10.342358579013952","0.07257606237562665","0.00948190221395042","0.5729507015383175","0.32827250639325","","","",""
"pls_transcriptome_FC_schaefer_fold0_final_eval","1","ga006.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_pls, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer42, target_FC","","","","","","3.566462459794515","0.2155818630334551","0.0717363636941989","0.5573477389154922","-1.0644013582515668","10.342358579013952","0.07257606237562665","0.00948190221395042","0.5729507015383175","0.32827250639325","","","",""
"shared_transformer_transcriptome_SC_schaefer_fold2_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_2, parcellation_S100, split_schaefer1, target_SC","100","10760","0","0.00009","","4.416596246706922","2.4699798277675535","10.468119627218377","0.5531583135148932","0.28168331740886987","10.11067398623834","0.7296954558860146","1.3088930905864606","0.9388178860217468","0.8748044862141501","10.41120672225952","0.5432462692260742","1.90212839057571","0.9078522865709504"
"bilinear_lowrank_transcriptome_FC_schaefer_fold0_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_bilinear_lowrank, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","150","10760","0.1","0.001","10","3.1008100512049275","0.17578473877895545","0.049183507551664285","0.5501602733291335","-0.41538397772791913","9.60690876229197","0.07377436521136815","0.009862109043954646","0.5490939771466429","0.3013374700252147","0.22432813048362732","0.48857155442237854","0.18993286989830635","0.5511065560418207"
"shared_transformer_transcriptome+euclidean_SC_schaefer_fold7_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_7, parcellation_S100, split_schaefer1, target_SC","200","10763","0","0.0001","","3.0366118342677093","3.497565809546879","17.98161741669962","0.5496716881389268","-0.4871346013156652","10.97078623450072","1.0447665579130854","4.057923343876262","0.7707308331301116","0.5818040746096461","18.137357711791992","0.5317058563232422","2.2627979257167916","0.8797547121842703"
"xgboost_euclidean_SC_schaefer_fold0_final_eval","1","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_SC","","","","0.3","","3.7656334796837543","3.240500071726126","15.29036076126122","0.5389006336751616","0.2018430452964014","12.870246228452505","1.632428717975348","4.452891451038432","0.7741659747624277","0.5957642152002766","","","",""
"shared_linear_encoder_transcriptome_SC_schaefer_fold1_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_linear_encoder, omit_subcortical_False, outerfold_1, parcellation_S100, split_schaefer1, target_SC","125","21520","0.0001","0.0001","","4.409167831124556","3.111064279403267","14.01158944579398","0.5378505006464155","0.17282586239929187","13.765460269335094","1.6299038860264332","4.51214389612006","0.7678809928124267","0.5766301313041848","13.286552906036375","0.5605740547180176","5.645360891635601","0.6878919433324765"
"xgboost_euclidean_FC_schaefer_fold7_final_eval","1","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_7, parcellation_S100, split_schaefer1, target_FC","","","","0.3","","4.66508026713503","0.13799156239565613","0.021374386883946536","0.5375058935847139","-4.373108169873197","8.427864391467327","0.0561675117934544","0.0061278399030832474","0.7584791270192618","0.5678102985038105","","","",""
"shared_transformer_transcriptome+euclidean_SC_schaefer_fold2_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome+euclidean, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_2, parcellation_S100, split_schaefer1, target_SC","200","10763","0","0.0001","","5.5325314443908855","2.3428239173768817","12.675891693768644","0.5326548767415514","0.130187197452591","11.51985931777434","1.0351955966902455","3.2311738985711673","0.8348501708376976","0.6909384889626144","12.76124906539917","0.5541937053203583","2.3804485280262795","0.8824534573053059"
"dynamic_mlp_euclidean_FC_schaefer_fold1_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_1, parcellation_S100, split_schaefer1, target_FC","150","6","","0.0003","","3.3927774289320847","0.14793498948084594","0.026281190493685783","0.5270787683028302","-3.3447275279610684","10.391965136137651","0.056645530567726664","0.006893965055197492","0.7499817346998798","0.5451110751738002","0.00969743961468339","0.5881929844617844","0.0030153293777496004","0.7106168973140228"
"dynamic_mlp_euclidean_FC_schaefer_fold0_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","150","6","","0.0003","","2.648897633386292","0.15326407496061822","0.03829338315033282","0.5177439780569849","-0.10199218522679998","9.21676639687335","0.05278111054087873","0.005903443500760337","0.7716831094277345","0.5817816702875844","0.01088991512854894","0.4006001303593318","0.002755193293337034","0.7233039450972047"
"xgboost_euclidean_SC_schaefer_fold2_final_eval","1","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_2, parcellation_S100, split_schaefer1, target_SC","","","","0.3","","3.5891314074942233","2.6543005134914037","11.200250853791385","0.5110713026166314","0.23144487033133632","12.596353166354785","1.5632083897768356","4.121271596352382","0.7811020380211012","0.605800719197636","","","",""
"dynamic_mlp_transcriptome_FC_schaefer_fold4_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_dynamic_mlp, omit_subcortical_False, outerfold_4, parcellation_S100, split_schaefer1, target_FC","150","21520","","0.0001","","1.1933717409252054","0.08862388216735187","0.009565361651994644","0.5051701581353013","-3.412121710724067","6.451932409876087","0.01484242617452874","0.000567169537755158","0.9825766633252956","0.9629320374945632","0.004522035364061594","0.5051713585853577","0.00100826598455846","0.8890274205933446"
"bilinear_lowrank_transcriptome_SC_schaefer_fold4_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_bilinear_lowrank, omit_subcortical_False, outerfold_4, parcellation_S100, split_schaefer1, target_SC","150","10760","0.1","0.001","10","2.7701855337271826","3.516323329086304","17.21198343786168","0.5003532893162027","-0.12451059532883568","19.8693483171947","2.0408423879328574","7.51557909465712","0.5102009392112427","0.2600235793529493","17.40534782409668","0.5003530979156494","7.804455726043038","0.5094961051059805"
"shared_transformer_transcriptome_SC_schaefer_fold1_final_eval","1","gh002.hpc.nyu.edu","-","NVIDIA H100 80GB HBM3","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_transformer, omit_subcortical_False, outerfold_1, parcellation_S100, split_schaefer1, target_SC","100","10760","0","0.00009","","4.745361924977213","2.919494513289352","13.54459496984066","0.4985665589445941","0.20039487977632744","8.83864326176291","0.7273330480839604","1.048369852670198","0.949859879754296","0.9016325238981644","13.320008754730225","0.4679654389619827","1.9915447464356055","0.9046632777421902"
"shared_linear_encoder_transcriptome_SC_schaefer_fold3_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_linear_encoder, omit_subcortical_False, outerfold_3, parcellation_S100, split_schaefer1, target_SC","125","21520","0.0001","0.0001","","6.188067202051375","2.5029678668912614","9.693410769634172","0.4947459312784736","0.2379021452979773","15.340719541274584","1.6102324974677646","4.464559265685317","0.7641889112833019","0.5652570502902938","6.155264139175415","0.7246107012033463","5.675695189723262","0.6705459746313683"
"shared_linear_encoder_transcriptome_SC_schaefer_fold6_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_linear_encoder, omit_subcortical_False, outerfold_6, parcellation_S100, split_schaefer1, target_SC","125","21520","0.0001","0.0001","","7.095904618845816","2.637746794594004","11.055428018575371","0.48259344017766975","0.1755478097798182","13.787261666202165","1.6206895937810455","4.879924322852287","0.7700156240586415","0.5372562733167492","10.698890113830569","0.47194786071777345","5.630910952885945","0.6834702595831856"
"shared_mlp_encoder_transcriptome_FC_schaefer_fold0_final_eval","1","ga014.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, model_shared_mlp_encoder, omit_subcortical_False, outerfold_0, parcellation_S100, split_schaefer1, target_FC","150","21520","0","0.0001","","3.31803953252878","0.2283309335845909","0.07826520987815855","0.4758649624994528","-1.252285971241391","8.277348996145937","0.05913705036690149","0.0062841683986156055","0.792244106725652","0.5548099323789464","0.019585649172465008","0.5368038614590963","0.001975366152019227","0.8232617737495735"
"xgboost_euclidean_SC_schaefer_fold4_final_eval","1","ga021.hpc.nyu.edu","-","NVIDIA A100-SXM4-80GB","cv_type_schaefer, feature_type_euclidean, final_eval, gene_list_0.2, hemisphere_both, model_xgboost, omit_subcortical_False, outerfold_4, parcellation_S100, split_schaefer1, target_SC","","","","0.3","","3.360559554475735","3.158473212594986","13.233573890406117","0.4741939349472626","0.13541085444609946","13.147834633814876","1.6047197055166302","4.344558751973502","0.759071969122423","0.5722390791068056","","","",""
