"Name","final_train_metrics.pearson_r","final_test_metrics.pearson_r","Created","Runtime","End Time","Hostname","Notes","State","Tags","aug_prob","batch_size","binarize","d_model","deep_hidden_dims","dropout_rate","encoder_output_dim","epochs","include_coords","input_dim","lambda_reg","learning_rate","nhead","num_layers","token_encoder_dim","transformer_dropout","weight_decay","best_val_loss","final_test_metrics.geodesic_distance","final_test_metrics.long_r","final_test_metrics.mae","final_test_metrics.mid_r","final_test_metrics.mse","final_test_metrics.pearson_corr","final_test_metrics.r2","final_test_metrics.short_r","final_train_metrics.geodesic_distance","final_train_metrics.long_r","final_train_metrics.mae","final_train_metrics.mid_r","final_train_metrics.mse","final_train_metrics.pearson_corr","final_train_metrics.r2","final_train_metrics.short_r","fold0_epoch","fold0_train_loss","fold0_train_pearson","fold0_val_loss","fold0_val_pearson","fold1_epoch","fold1_train_loss","fold1_train_pearson","fold1_val_loss","fold1_val_pearson","fold2_epoch","fold2_train_loss","fold2_train_pearson","fold2_val_loss","fold2_val_pearson","inner_fold","mean_train_loss","mean_train_pearson","mean_val_loss","mean_val_pearson","test_mse_loss","test_pearson","train_mse_loss","train_pearson","use_alibi","best_parameters.use_alibis","parameters.use_alibis"
"shared_transformer_cls_transcriptome_FC_random6_fold1_final_eval","0.9866629070572264","0.8164944426481593","2025-05-07T04:22:09.000Z","3612","2025-05-07T05:22:21.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.16344797337009","0.6918006521398374","0.07250974327325821","0.7741109507586447","0.010911704041063786","","0.6600239571238202","0.8565326777955172","12.943716717087716","0.9843553209070992","0.02397780120372772","0.985633570563853","0.00104486255440861","","0.969021522516018","0.9868233763340636","","","","","","","","","","","","","","","","","","","","","0.010845323988737969","","0.0024490901402357784","","false","",""
"shared_transformer_cls_transcriptome_FC_random9_fold0_final_eval","0.990997570547596","0.8125699931472049","2025-05-07T03:32:24.000Z","3696","2025-05-07T04:34:00.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","9.086876200294046","0.7473642164764032","0.07613705098628998","0.7807358929161842","0.011683992110192776","","0.6599392128081313","0.8438922961298365","13.45261430990018","0.9887062414079092","0.01914736069738865","0.9897257371164504","0.0006627687253057957","","0.9799632571232968","0.9918358178891022","","","","","","","","","","","","","","","","","","","","","0.011439431100510634","","0.002594387501843339","","false","",""
"shared_transformer_cls_transcriptome_FC_random3_fold2_final_eval","0.9880441309080852","0.8115880220948185","2025-05-07T05:28:57.000Z","3847","2025-05-07T06:33:04.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.023160990295544","0.7224340262268202","0.07303239405155182","0.7847609889340259","0.010283369570970535","","0.6552622267349499","0.83278960659358","13.954933416999094","0.9847934890085692","0.02217131294310093","0.9864165201364756","0.0008880243403837085","","0.974326372459998","0.98916874179046","","","","","","","","","","","","","","","","","","","","","0.010068253067751916","","0.002074613099987516","","false","",""
"shared_transformer_cls_transcriptome_FC_random7_fold0_final_eval","0.9908697393216568","0.8096646802213364","2025-05-07T03:24:25.000Z","3401","2025-05-07T04:21:06.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.95112884435161","0.7170332743688427","0.0725589171051979","0.7800827066565247","0.01151812169700861","","0.6535804023943832","0.8434041462688054","12.478221316519942","0.988689958027","0.02121853083372116","0.9898954137898818","0.0007857365999370813","","0.9766394610024336","0.9915843986432266","","","","","","","","","","","","","","","","","","","","","0.011592899932740972","","0.0022083438275431154","","false","",""
"shared_transformer_cls_transcriptome_FC_random7_fold2_final_eval","0.9838962184865696","0.8085238484118996","2025-05-07T05:23:08.000Z","3697","2025-05-07T06:24:45.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.245071725561788","0.7371715729628792","0.08124172687530518","0.7712206621494202","0.012968924827873709","","0.6455949674697636","0.8399042316461949","14.130078607633822","0.9809705254084649","0.02461339719593525","0.9816210071029292","0.0011472722981125116","","0.9643827056556517","0.9854414429208304","","","","","","","","","","","","","","","","","","","","","0.01273275484653333","","0.0021811168674699603","","false","",""
"shared_transformer_cls_transcriptome_FC_random42_fold3_final_eval","0.9884349405701832","0.8021798836476618","2025-05-07T06:42:10.000Z","2568","2025-05-07T07:24:58.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.212304116085546","0.6728092362847201","0.0775298997759819","0.768880502429574","0.011902092956006529","","0.6376072264505401","0.8371111377236797","13.540102062248668","0.9873884371639252","0.024700455367565155","0.9871937741037208","0.0011234438279643657","","0.966878945190022","0.9886860926952286","","","","","","","","","","","","","","","","","","","","","0.011942987367510796","","0.0028146007011456645","","false","",""
"shared_transformer_cls_transcriptome_FC_random4_fold3_final_eval","0.989329425221026","0.8008933054114599","2025-05-07T06:30:10.000Z","3161","2025-05-07T07:22:51.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random4, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","12.06531955270099","0.7133695829336397","0.08322180062532425","0.7825977526077261","0.0141861354932189","","0.6396100448096949","0.820493626985815","13.485176369030455","0.9865996744004352","0.021280767396092415","0.9884299921341108","0.0008158757700584829","","0.9744555186501256","0.9894754625433112","","","","","","","","","","","","","","","","","","","","","0.014264118820428847","","0.0024496559206837495","","false","",""
"shared_transformer_cls_transcriptome_FC_random1_fold0_final_eval","0.9756119542767582","0.8002435824174016","2025-05-07T03:26:46.000Z","3451","2025-05-07T04:24:17.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.117446153692311","0.7759508510932598","0.0754900723695755","0.7648809311201239","0.011418555863201618","","0.6143507422584917","0.8235200286077338","13.88049072772323","0.9724550470209724","0.033229708671569824","0.972410741252434","0.0019483373034745457","","0.9436089625142254","0.9774134350667206","","","","","","","","","","","","","","","","","","","","","0.011288579141434567","","0.0033141053420192015","","false","",""
"shared_transformer_cls_transcriptome_FC_random9_fold2_final_eval","0.9863908696444792","0.798202543181003","2025-05-07T05:38:12.000Z","3679","2025-05-07T06:39:31.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random9, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.849608217003002","0.7608009518880587","0.07883094251155853","0.7753095914387736","0.012747114524245262","","0.6319872180899035","0.8100900150811835","14.16079289691702","0.9820491296838132","0.024676140397787098","0.985304148020751","0.0011003784602507949","","0.9669957608907148","0.9872182141027034","","","","","","","","","","","","","","","","","","","","","0.012816012693712344","","0.0022532766698223705","","false","",""
"shared_transformer_cls_transcriptome_FC_random5_fold2_final_eval","0.989105500450444","0.797906372188131","2025-05-07T05:36:29.000Z","3726","2025-05-07T06:38:35.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random5, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.761677003625902","0.7128777960326603","0.07465322315692902","0.7663377437313508","0.011011933907866478","","0.6289569715945977","0.8266921494868829","12.268322204327925","0.9874584632064656","0.021853122860193253","0.9877189306483072","0.0008656524587422609","","0.9749895840442782","0.9897628451302098","","","","","","","","","","","","","","","","","","","","","0.01124942245391699","","0.0020215012182354403","","false","",""
"shared_transformer_cls_transcriptome_FC_random7_fold3_final_eval","0.9882326374696973","0.7960111065319972","2025-05-07T06:24:52.000Z","3317","2025-05-07T07:20:09.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.084211122469997","0.7586743780577624","0.0791257843375206","0.7367241971956021","0.012439478188753128","","0.6181558399283367","0.8352066747011102","13.61854938980096","0.9866744133515144","0.02198147401213646","0.986717565564586","0.0008681499166414142","","0.974448377808928","0.9889524887137224","","","","","","","","","","","","","","","","","","","","","0.012396254818886518","","0.0019044693632933657","","false","",""
"shared_transformer_cls_transcriptome_FC_random42_fold2_final_eval","0.988276932129344","0.7957946330463985","2025-05-07T05:40:40.000Z","3683","2025-05-07T06:42:03.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random42, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","9.683594224898677","0.6707014565493792","0.07919883728027344","0.7667201289438267","0.012622847221791744","","0.6282570305196178","0.8311123429530602","13.548615075955617","0.9851039583155372","0.022265389561653137","0.987113509917354","0.0008879813831299543","","0.973190159053207","0.989030750278756","","","","","","","","","","","","","","","","","","","","","0.01232861638821375","","0.0020455026518069372","","false","",""
"shared_transformer_cls_transcriptome_FC_random2_fold3_final_eval","0.9897038741057946","0.7938992333075611","2025-05-07T06:40:26.000Z","2670","2025-05-07T07:24:56.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","11.839583114336158","0.6187256615966804","0.08381298929452896","0.7750955989820795","0.013662969693541529","","0.6294612160625164","0.8312014315379345","13.203577651796998","0.9880913916003944","0.02191183902323246","0.9883410634462446","0.0008564639138057828","","0.9738280759541506","0.9905493522409928","","","","","","","","","","","","","","","","","","","","","0.013644569348543882","","0.00219835092981444","","false","",""
"shared_transformer_cls_transcriptome_FC_random3_fold0_final_eval","0.9896108695905618","0.7931024454867595","2025-05-07T03:26:32.000Z","3603","2025-05-07T04:26:35.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_0, parcellation_S400, sort_genes_refgenome, split_random3, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","11.5661500019598","0.6724740047926652","0.08760622888803482","0.7739495970285691","0.014548614621162416","","0.6240870843295222","0.8184031634991407","12.851113653325276","0.9879622309698846","0.021303582936525345","0.9878422674293996","0.0008061017724685371","","0.9746831563909087","0.990661688416187","","","","","","","","","","","","","","","","","","","","","0.014352761441841722","","0.0020625019781414567","","false","",""
"shared_transformer_cls_transcriptome_FC_random6_fold3_final_eval","0.9897740252070832","0.7905947014585979","2025-05-07T06:26:23.000Z","3308","2025-05-07T07:21:31.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_3, parcellation_S400, sort_genes_refgenome, split_random6, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.34839776694482","0.6568511697306636","0.07610555738210678","0.7767460754751306","0.011732748709619044","","0.6243384441771569","0.8105455195102682","14.156255252347917","0.988408999158986","0.02129008248448372","0.9885480795251018","0.0008019489469006658","","0.9765355175293816","0.9897737486107974","","","","","","","","","","","","","","","","","","","","","0.01164096187800169","","0.002454200772805499","","false","",""
"shared_transformer_cls_transcriptome_FC_random7_fold1_final_eval","0.988120235312866","0.7813985742355158","2025-05-07T04:21:13.000Z","3708","2025-05-07T05:23:01.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random7, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.665750666546469","0.6742041990984686","0.07724615931510925","0.7369613783843137","0.012089303694665432","","0.6097736713024857","0.8265992697930684","14.383966349498902","0.985973871430172","0.022656170651316643","0.986950990517972","0.0009545141947455704","","0.972130658239756","0.9888253369299904","","","","","","","","","","","","","","","","","","","","","0.011961258374727689","","0.001952910408098661","","false","",""
"shared_transformer_cls_transcriptome_FC_random1_fold1_final_eval","0.9862246551867874","0.7804658413600449","2025-05-07T04:24:25.000Z","3742","2025-05-07T05:26:47.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_1, parcellation_S400, sort_genes_refgenome, split_random1, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.518267265935371","0.6753137712936553","0.07785855978727341","0.770539127152704","0.01180503610521555","","0.605641493666806","0.7927558968071736","13.96719964195068","0.9841729056811676","0.024257486686110497","0.9843891317028036","0.001062737195752561","","0.969380261502422","0.987342013838974","","","","","","","","","","","","","","","","","","","","","0.011946898258219544","","0.0025688173800157096","","false","",""
"shared_transformer_cls_transcriptome_FC_random2_fold2_final_eval","0.9861649817388216","0.780308680287675","2025-05-07T05:39:10.000Z","3668","2025-05-07T06:40:18.000Z","gh015.hpc.nyu.edu","-","finished","binarize_False, cv_type_random, feature_type_transcriptome, final_eval, gene_list_0.2, hemisphere_both, impute_strategy_mirror_interpolate, model_shared_transformer_cls, null_model_none, omit_subcortical_False, outerfold_2, parcellation_S400, sort_genes_refgenome, split_random2, target_FC","0.2","512","false","128","[256,128]","0.2","10","50","","14760","","0.00009","2","2","20","0.2","0.0001","0","10.235982391419988","0.7659553208409289","0.07528004050254822","0.747658689839167","0.011954699642956257","","0.5816783776492858","0.7880203930036839","14.432447490824796","0.9824549923176914","0.023906143382191655","0.984603709934518","0.0010487658437341452","","0.9700940412009234","0.9874751413305938","","","","","","","","","","","","","","","","","","","","","0.012375206023884509","","0.0021481324932927735","","false","",""
